Text,X,Y,Width,Height,Score,Page
concede [kon’sid],76.0,367.0,86,14,0.9030755520968838,299
con/cede,127.5,386.5,49,15,0.8773035770528743,299
承：镶出：步,256.5,394.5,91,13,0.8571971391505766,299
together/go,115.5,401.5,57,17,0.8823048260351892,299
"■ On election night, the loser conceded defeat in a televised speech",195.0,421.5,298,15,0.8629958418328204,299
大選之夜，的一方在電視上验表演、承失败·,153.0,436.5,196,13,0.8343063249207324,299
"■ I concede the point, but your argument is flawed in other ways.",189.0,456.0,288,14,0.8519350731240457,299
我承找你的這點請，但你的确還有其他瑕底。,153.0,470.0,196,12,0.8726657211889836,299
concession [kon s:{an],87.0,493.5,108,13,0.79323506001106,299
con /cess/ion,128.5,513.0,69,14,0.7747928873781139,299
图承：镶步：特許（销售）權,280.5,520.5,139,13,0.6906541083984024,299
together/go/名同字尾,127.5,526.5,97,19,0.7324660128953051,299
Part2通用学撕字业：依字根分期,308.0,11.0,134,10,0.7863408439883083,300
MP3247,34.0,22.25,60,23,0.8347850492606417,300
■ The negotiator is prepared to make some small concessions to get the,179.5,62.0,317,12,0.8075059932055716,300
deal done.,53.0,75.5,50,17,0.8481587880173753,300
商者打算透過一些小步以達成交易,108.0,90.0,154,10,0.7745503623086727,300
"■ Before the movie started, they went to the concession stand to get some",185.0,110.5,326,13,0.9184990408427788,300
popcom.,50.5,127.0,43,14,0.8061215126837565,300
電影開演前·他到取部去員爆米花·,107.0,140.0,154,10,0.7757021285337611,300
excessive [1k’stsIv],55.0,165.0,94,14,0.8229653422525982,300
園通度的,210.0,185.5,42,11,0.7991143062866887,300
ex/cess/ive,103.5,191.0,63,14,0.8274117242131727,300
国excess名通度通量的,247.0,199.5,118,13,0.7787430272206998,300
out/go/形容字尾,116.0,205.25,84,16,0.9371486965890358,300
exceed超出·超通,245.0,213.75,92,15,0.7236234873500983,300
Capital punishment would be excessive for this case.,144.5,234.5,241,13,0.9424399267634046,300
温個案子判死刑就大超過了·,86.5,248.0,111,10,0.7777446525991382,300
"■ You should be careful not to eat to excess, with your weak stomach.",176.5,268.5,313,15,0.9630520676385682,300
你胃不好·小心别吃退量·,86.5,284.0,111,10,0.7829749939991139,300
■ I have to do something about my excess weight.,133.5,304.5,223,13,0.8862152870902616,300
我的體重過重·得想想渐法·,87.0,319.0,112,10,0.8844689357656975,300
■The camera will be triggered if you exceed the speed limit,156.5,337.0,269,12,0.8018100034237947,300
如果超速，影機就會動,85.5,351.0,111,10,0.8207858735668977,300
inaccessible [mnak scsob],72.0,376.5,126,13,0.7510903865771525,300
in/ad/cess/ible,104.5,395.5,87,19,0.8297617350807721,300
無法取得的：無路可通的,249.0,397.5,120,13,0.9758326995211678,300
国accoss图接近：通道存取,256.5,410.5,137,15,0.8684382050043447,300
not/to/go/able,100.0,411.0,76,14,0.8812174481486562,300
• The classified information is inaccessible to the general public.,166.5,431.5,289,15,0.8229361474144434,300
一般民象無法取得機密情,88.0,446.0,112,10,0.8269201981696361,300
■ The projected blacktop will provide easy access to this remote scenic,180.0,465.5,316,13,0.9570572544420575,300
spot.,43.0,481.0,24,12,0.7663607074794256,300
患中的柏油路将为退虑调遠的景點提供方便的通道,134.0,493.0,210,14,0.893148890961217,300
■ You cannot access the data unless you have the password.,155.5,514.0,267,14,0.6637485658092698,300
除非你有密碼·否無法取得資料。,99.5,528.5,139,13,0.9717005596719971,300
MP3248,51.5,14.0,59,22,0.8780135965064926,301
intercede [nto sid],74.0,55.0,96,14,0.8617390091281517,301
inter/cede,120.5,75.0,55,16,0.938904446582975,301
国仲裁，調停,234.5,75.0,63,14,0.9568308731478111,301
between /go,109.0,89.0,56,14,0.8829637474344533,301
国intercession仲数·停,264.5,90.0,123,14,0.8982499444131864,301
• The archbishop interceded on behalf of the condemned prisoner and,192.0,110.0,310,16,0.790865098874159,301
obtained a pardon for him.,106.5,126.0,119,14,0.9861428783852842,301
大主致為因犯舞停，取得了特教。,110.5,139.0,127,10,0.822714709932916,301
"predecessor [pr:dt,s:sa]",85.5,165.0,119,14,0.8831937485097331,301
pre / de /cess / or,120.5,185.5,83,17,0.8320363779716294,301
图前任,220.5,192.5,35,15,0.9000012937251962,301
before/ down / go/ person,113.0,198.25,112,15,0.7632125364895672,301
• The new CEO outdid his predecessor by doubling revenues in his first,198.0,219.5,318,13,0.9114469573880244,301
year.,59.0,234.5,24,11,0.7753951454293849,301
新任行長的表现超還的任·第一年就營收翻了一倍·,154.5,247.5,215,13,0.7614245715598076,301
procedure [pra’sidga],78.0,272.5,106,15,0.9497114255331284,301
pro /ced /ure,120.5,293.5,67,17,0.7593758061429609,301
程序：步骤,234.5,300.0,63,14,0.838602038800425,301
forward/go/名同字尾,121.5,306.5,93,13,0.8225250028217801,301
■ What is your standard operating procedure in the event of a hijacking?,197.5,327.5,319,15,0.7720792879138874,301
遇上持時，你的標作業程序何？,124.0,342.0,154,12,0.9070970618999318,301
process ['prascs],66.5,367.0,81,14,0.8839443883567146,301
pro /cess,120.0,386.0,48,18,0.8885209988991546,301
图通程，進程,235.5,393.0,63,14,0.7727313049784895,301
處理,289.0,393.0,36,14,0.8533410409035408,301
forward / go,108.5,400.0,55,14,0.9013475346478766,301
The process of evolution never ceases,130.5,421.0,171,10,0.7890756290958008,301
演化的通程永不休止·,90.0,435.0,84,10,0.7544468157801169,301
• This mainframe computer processes information at lightning speed.,191.0,455.5,308,15,0.7090074769362112,301
退台電服主機虑理資快如電,110.5,469.5,123,9,0.7493860514925132,301
recede [risid],61.0,493.0,70,14,0.8976720549959049,301
re/cede,120.0,512.5,44,15,0.9624177615196272,301
国退·後退,234.5,513.0,63,14,0.9436402354065491,301
back/ go,110.0,526.5,42,15,0.923844230730523,301
recession後退：（清）衰退,275.5,527.5,143,13,0.6607706336716319,301
Part2通用學術字業：依字根分類,312.0,11.5,140,13,0.7334750102965302,302
MP3 249,29.5,24.0,59,20,0.780347857052981,302
"■ After the typhoon, the flood waters gradually receded",142.5,63.0,259,14,0.9691438393708732,302
風過後·洪水逐渐消退了·,82.5,78.5,117,13,0.811903223068463,302
■ His receding hairline indicates his age.,108.5,99.0,189,16,0.7379794968831663,302
他後退的發際據透露出他的年部,92.5,113.5,135,13,0.760274373155432,302
recess [riscs],37.0,140.0,70,14,0.7663164204806028,302
re/cess,100.5,161.0,45,18,0.8686903207772794,302
图休會：下课時間：,233.5,162.0,93,14,0.7874432200124388,302
back/go,91.5,175.5,43,15,0.7976666445952508,302
（壁等的）凹處,239.5,176.0,77,14,0.7636047862101026,302
■ The judge called a recess,77.0,197.25,130,19,0.7839555488666236,302
法官宣告休會·,56.0,211.5,62,11,0.8961833486259047,302
■ The children are playing at recess.,97.5,233.0,169,16,0.8185994445409317,302
小孩在下課時简玩要,69.5,247.5,91,13,0.9031236395387658,302
■ There is a pot of plants in the recess,102.5,269.0,179,16,0.855844698393048,302
壁凹處握了一盆植物,68.5,284.5,89,13,0.8309976614773184,302
Successive [sok’scsrv],56.5,310.5,109,17,0.7947458799710073,302
suc/cess/ive,101.0,330.0,72,16,0.8270140806340524,302
国連精的·接運的,230.5,331.0,83,14,0.800768789581885,302
after/go/形容同字尾,113.5,344.0,91,14,0.9137237830229147,302
succession名速：耀承,250.0,345.0,124,14,0.7987813733511553,302
■ Our team has won the championship for the fifth successive year.,170.0,365.0,310,16,0.8810692266770164,302
我们的降伍連清第五年赢得冠重,90.5,380.0,131,12,0.9008352968925868,302
successor [sok stsa],53.0,406.0,102,16,0.8149377907659883,302
suc/cess/or,102.0,426.5,70,17,0.8399129451721774,302
继任者,211.5,427.5,45,15,0.8005374699764255,302
after/go/person,108.0,441.5,80,17,0.8263917614579743,302
succeed继任,231.5,442.5,87,17,0.7717936049179799,302
■ Who was Caesar’s successor?,90.0,462.5,150,15,0.8995567588897592,302
肌的耀承者是雄？,66.0,478.0,82,12,0.8373786683352504,302
● The young man succeeded his father as President of the company.,171.0,498.0,314,16,0.7470553905600233,302
還名年经人他父观之後出任公司總裁。,106.0,512.5,162,13,0.8522760359999866,302
MP3 250,57.0,14.0,58,22,0.9879599123779271,303
grad(gress):step,85.5,58.25,113,19,0.7954280482023023,303
"graduate [°gradsu,et] [gradjust]",101.0,83.0,142,16,0.7636308454224021,303
甲業生,265.5,103.0,43,14,0.9573099600158004,303
甲業,222.0,103.5,34,15,0.8301820293246742,303
大学莱的：研究所的,258.5,115.5,109,17,0.8559737860866031,303
grad(u)/ate,124.5,124.0,61,18,0.8530374932843209,303
graduation菜,250.0,132.0,90,14,0.830713024845689,303
step/動弱字尾,141.5,136.5,63,17,0.8461219740271595,303
undergraduate名大學生,268.0,146.0,104,14,0.7976083481107749,303
大学生的,304.0,160.0,50,14,0.9591731248824443,303
• I graduated last year.,92.0,178.5,102,17,0.9475380820222199,303
我去年業·,78.0,193.5,50,11,0.7740257894162981,303
"• I'm a college graduate, and plan to go to graduate school.",171.5,212.5,255,13,0.8100300569031129,303
我是大学案生，打算要填研究所,118.0,226.0,130,10,0.830989354506093,303
• My undergraduate major was in physics,135.5,246.5,183,13,0.7561168050678562,303
我在大学時主修物理,93.5,259.5,83,13,0.9595452504716726,303
aggressive [0°grcsiv],81.5,296.0,99,14,0.7925150075053177,303
ad/gress/ive,124.0,316.0,68,14,0.8237568912006457,303
極的：侵略的,245.5,316.0,77,14,0.7616931924640085,303
toward/step/形容润字尾,129.0,329.0,102,14,0.9761542748332024,303
aggression暴力：侵略,263.0,331.0,116,14,0.8724966397614129,303
"• The candidate launched an aggressive campaign, determined to win a",197.5,348.5,309,15,0.9506102165310747,303
seat.,63.0,363.5,22,11,0.8178561311305672,303
選人展開精極的宣傳，心寧得一席·,127.5,377.0,149,10,0.8968517926716527,303
• Mice demonstrate aggressive behavior when they are crowded close,195.0,397.5,302,13,0.7716260797519714,303
"together,",72.0,412.0,42,14,0.8502016764250584,303
老鼠如果清在一起就會出现攻的行為·,127.5,425.0,149,10,0.8026481397453502,303
degrading [drgredrg],82.5,448.5,105,17,0.8664927299007074,303
de/grad/ing,122.5,467.0,69,20,0.6858803748892226,303
丢的·有失身分的,254.0,475.0,98,12,0.6698363124429576,303
down/step/形容字尾,130.5,480.0,97,14,0.8822139162895462,303
■ The clerk found it degrading when her boss sent her out to buy,183.5,500.5,279,15,0.7788491706956258,303
cigarettes.,75.5,515.0,47,14,0.8447106892831642,303
該越員覺得受辱·因為老派始去員龄·,127.5,528.0,149,10,0.7305688952855502,303
Part2通用學字量：依字根分,307.5,11.0,133,10,0.6806377285767173,304
0,18.5,22.0,21,18,0.7368897520676378,304
MP3 251,43.5,23.5,39,15,0.7939627147600556,304
digression (dar'grc(2n),63.0,62.75,110,18,0.843472117010238,304
dis /gress / ion,103.5,83.0,71,14,0.7845147762961763,304
题,204.5,83.0,35,14,0.8629549524454134,304
apart/step/名字尾,109.0,97.0,88,14,0.8934637539268523,304
digress题,225.5,98.5,77,17,0.9531285394728184,304
· The lecturer made so many digressions that he couldn’t finish on time.,182.0,118.0,320,14,0.7410498064236035,304
演滿人题外活太多·最後来不及完,102.5,133.0,143,10,0.7985248449424814,304
■ The author digressed to tell an interesting anecdote.,140.5,153.0,237,14,0.8012345247288035,304
作者關題，了一個有趣的小故事,99.0,168.5,138,13,0.9416386263381521,304
gradient [°gredsont],56.0,191.5,98,21,0.8629658882538956,304
grad(i)/ent,104.0,211.5,60,17,0.8755118486474709,304
坡度·斜度,219.0,219.5,60,11,0.8067186879890936,304
step/名字尾,120.5,225.75,63,17,0.8939945868327673,304
• The road leads up the mountain at a steep gradient,138.5,247.0,233,14,0.8161892208955431,304
遇條上山路的坡度很陡。,78.5,261.5,97,13,0.817915066762502,304
upgrade [^pgred],55.0,286.5,94,15,0.9879603247299339,304
up /grade,104.5,307.0,53,18,0.9335952702471438,304
升级，升等,225.0,314.0,74,14,0.7882586070603002,304
up / step,99.0,320.5,40,15,0.7556818032093078,304
■ A computer requires a major upgrade every three years.,149.0,341.0,256,14,0.8063925735337693,304
電每三年要大幅升级一次。,87.0,354.5,112,13,0.913620508580968,304
"• It happened to be my birthday, so I was upgraded to business class.",174.5,374.5,305,15,0.813020905962731,304
我被升等到商·因为则好是我的生日·,112.0,389.0,160,10,0.7720460431928463,304
linqu(lict):leave,61.5,435.0,111,20,0.8330554769886083,304
relinquish (nlsgkws],63.5,461.0,107,14,0.9594846599716312,304
re / linqu / ish,104.5,480.0,69,16,0.9152359744849881,304
放：交出,219.0,486.5,64,17,0.8196355759246217,304
back/leave/動网字尾,109.0,493.0,92,14,0.8406985181683218,304
■ The court ordered him to relinguish custody of his child,150.5,512.5,257,13,0.7946583777699696,304
法院命今他交出孩子的监權,90.0,527.0,118,10,0.9619371897890233,304
MP3 252,57.0,13.75,60,26,0.8066881243326867,305
delinquent (dr'lrgkwant],89.0,55.5,118,17,0.7846141334310268,305
怠忍守的：小失的,266.0,75.0,98,14,0.841034789029886,305
de/linqu /ent,124.5,82.0,71,18,0.7811810070075137,305
（青少年）罪犯，法者,263.5,89.0,113,14,0.8889183952797404,305
away/leave/形容字尾,132.5,96.5,103,17,0.8511008223848747,305
delinquency图舞,254.0,104.0,98,20,0.8688082201714056,305
"■ In the army, all delinquent behavior will be severely punished.",183.5,123.0,283,18,0.7554718526199332,305
軍中所有慧忍质守的行為都會受到。,128.0,138.5,152,13,0.753381254691643,305
■ The juvenile delinquent was reprimanded but did not go to jail.,185.0,158.0,284,18,0.8760412645456876,305
這名青少年罪受到戒·但没有坐牢,128.5,171.5,151,13,0.7640091508446858,305
"derelict [dcro,ltkt]",75.0,196.0,90,16,0.8749114951918809,305
de/re/lict,125.5,215.5,57,17,0.9414673612157528,305
被道的：破取的：怠怒守的,280.0,217.0,142,10,0.7681326193681901,305
away/back/leave,122.5,229.5,83,17,0.7430622822495785,305
过dereliction：总忍守,271.5,230.0,131,14,0.9338681306626837,305
■ There's a derelict old building down the street.,149.5,250.0,213,16,0.7324575818849747,305
沿著這街下去有敢的老屋,114.5,265.0,123,10,0.6560938270792056,305
■ The sentinel was derelict in his duty.,127.5,285.0,171,16,0.8536062312152747,305
明兵玩怒守·,83.5,299.0,63,14,0.9350174556017248,305
relic [rclk],60.5,322.5,61,17,0.9149749855229553,305
re/linqu,124.0,343.0,48,18,0.8795376733882513,305
图通物，遭跨,237.5,349.5,65,17,0.7236443425909522,305
back/leave,120.0,355.5,56,17,0.6846396269816792,305
■ The archeologist found some relics from the Stone Age.,169.5,376.5,253,19,0.8118094959172427,305
考古學家找到石器特代的造物·,112.0,390.5,118,13,0.762079763558676,305
err:wander,67.0,436.5,78,23,0.7431722902550331,305
erratic (1reuk),69.5,461.5,79,17,0.8051838427721006,305
err/atic,125.0,480.5,46,17,0.7540039191947563,305
不律的：怪翼的,251.5,488.0,89,14,0.8170657615115928,305
wander/形容字尾,127.5,493.5,85,17,0.8310547701857557,305
■ The young artist keeps erratic hours.,127.5,514.0,171,18,0.866190418809836,305
年經整術家作意很不规律,103.0,527.5,104,15,0.7470323255923415,305
Part2通用學術字业：依字根分题,312.5,11.0,139,10,0.7698106067180706,306
MP3 253,30.0,23.0,58,18,0.9543590770262044,306
aberrant [abcront],50.5,65.0,95,12,0.8158683296727552,306
ab/err/ant,100.5,84.25,61,16,0.8855829157290004,306
常熊的,225.0,85.5,52,11,0.8098195914062252,306
away/wander/形容同字尾,109.5,100.5,115,13,0.921033264228836,306
国aberrance偏差·偏胜常,256.5,101.5,135,13,0.7905376871276726,306
The psychologist specializes in aberrant behavior.,137.0,123.5,234,13,0.8817334662152219,306
還名心理學家的專長是翼常行為·,91.0,138.0,132,10,0.9789038473020563,306
errand [crond],40.5,163.5,75,11,0.9350650243970573,306
err/and,100.5,184.0,45,14,0.6793267382047244,306
图差事，跑,219.0,191.5,62,11,0.8480753312120214,306
wander/名字尾,101.5,198.5,77,11,0.9187469231606828,306
• I have no time to run crrands for you,106.5,221.0,181,14,0.8454743778560986,306
我没時简替你急提班事,73.5,235.0,97,10,0.8383515587590553,306
erroneous[rronias),53.5,261.0,101,10,0.9470587667495094,306
園籍的,210.5,282.0,45,14,0.8580700265782677,306
err/on(e)ous,101.0,289.5,66,11,0.8192012355447558,306
error名,223.0,297.5,66,11,0.6925589386961241,306
wander/形容字尾,93.0,303.5,86,13,0.9366176991470401,306
err犯错,224.5,312.5,45,11,0.8958523879877068,306
The news article is filled with,92.5,333.0,137,10,0.7350763045078459,306
erroneous information.,215.5,333.0,109,16,0.852319243724661,306
這新報充斥著错误資,86.0,347.0,122,10,0.9541000970861033,306
vad(vas):go,45.0,395.5,86,17,0.8737902502008662,306
invade [mved],41.5,422.0,77,12,0.7622199284604037,306
入侵·侵略,220.5,442.0,65,16,0.8332932907748424,306
in /vade,101.5,450.0,45,14,0.7947243428222539,306
invasive侵略的：侵入式的,257.5,458.5,137,13,0.8035510791319699,306
in / go,95.5,465.0,31,14,0.8617134141646563,306
invasion入侵·侵略,250.0,472.0,98,12,0.8377157756406108,306
The U.S. twice invaded Iraq.,89.0,492.5,138,15,0.6146673043474653,306
美国两次侵路伊拉克·,69.5,508.0,87,10,0.8476234112921824,306
MP3 254,54.5,14.0,59,22,0.7647682593863167,307
evade [r’ ved],60.0,56.0,64,14,0.7739620048441224,307
避·躲避,237.0,75.0,64,20,0.848798283397974,307
c/vade,122.5,82.0,43,18,0.8576586677865216,307
evasive形逃避的,250.0,90.0,88,14,0.7901242785650987,307
out /go,112.5,96.5,39,19,0.9750289036786866,307
evasion名遮避·避,265.0,104.5,92,13,0.8804739052771963,307
■ Just give me an answer and stop cvading the question.,165.0,125.0,248,14,0.9768364413346671,307
精给我低答·不要老是逛激同题,116.0,139.5,130,7,0.7731616012509942,307
via:way,53.0,186.0,58,24,0.9022616922380972,307
"deviate [divi,et]",68.5,211.0,81,14,0.8271359187737751,307
偏,223.5,232.0,35,14,0.833197580959887,307
de/ via/ate,123.0,238.5,60,17,0.703268411089403,307
deviant低差的：常的,267.0,246.5,120,13,0.7017463575204359,307
away/way/動润字尾,127.5,252.0,91,16,0.8024352905226829,307
deviation名需差·需,268.0,261.5,98,13,0.8482020755729767,307
■ Recent weather patterns deviate from the norm for this time of year,195.5,281.5,309,15,0.9335261734114771,307
最近的天氣型感偏能這假季節的常,122.5,296.0,143,10,0.7781793097870855,307
convey [kn ve],68.0,332.0,80,16,0.8587477046230061,307
con / via/ y,122.5,350.0,59,18,0.8198236133755331,307
国送：傳透·表達,252.5,353.0,91,14,0.8887170588825678,307
together/way/動同字尾,128.5,366.0,101,14,0.8868272682085779,307
园conveyance速送：博透·表速,281.0,367.0,148,14,0.9073481727153898,307
• They conveyed the goods by ship,120.5,386.5,161,15,0.9071317289858827,307
他們用船運送實物·,89.5,402.0,77,12,0.8523062001825592,307
● It's impossible to convey how sorry I feel.,138.5,421.5,197,15,0.9896239132187732,307
我用法表这我的教意,93.0,436.0,84,10,0.7731926225763555,307
trifling [°trarflrg],69.5,460.5,83,17,0.9132399992834703,307
tri / via / aling,123.0,478.5,68,21,0.8292433747078758,307
不重要的·微不足道的,262.0,479.5,110,13,0.7819269214160542,307
thrce/way/形容字尾,128.5,493.0,97,14,0.9510200160610326,307
国trifle图瑞事取笑：经视,269.0,494.5,124,13,0.8304039981366024,307
• Deciding what you want to do for a living is no trifling matter.,183.5,514.0,287,16,0.9787729218751565,307
決定要促事哪一行，退绝非小事。,114.0,527.5,128,13,0.6924876918785849,307
Part2通用學字案：依字根分類,311.0,11.5,140,13,0.8071611623474166,308
MP3255,29.5,24.25,59,21,0.9363222312526542,308
trivial [°trviol],40.5,65.0,79,16,0.8944843907956965,308
tri/via/al,100.5,85.5,57,17,0.8372990208876656,308
填碎的，不重要的,239.5,86.5,85,13,0.8455656384959674,308
three/way/形容铜字尾,112.5,100.5,103,17,0.9362420399322526,308
triviality填事·無定重,250.0,102.0,124,14,0.9828826472313718,308
 Let's not worry about trivial problems now.,120.5,122.5,213,15,0.6771473949302725,308
现在别為填碎的問题,77.5,138.0,105,10,0.7495861064966762,308
"obviate [abvi,et]",45.5,163.5,89,17,0.8412096822646025,308
ob/via/ate,100.5,184.5,63,17,0.825725139351988,308
排除·避免,220.5,184.75,65,16,0.7848167749891419,308
against/way/動润字尾,102.5,200.0,101,16,0.8896791569335619,308
圆obviation排除·避免,245.5,201.0,115,16,0.9742452214509248,308
■The new treatment obviates the need for surgery.,132.0,221.0,238,20,0.8063630819533957,308
新法排除了手衡的要,78.0,236.0,104,10,0.806896830107977,308
via ['varo],27.5,261.0,51,14,0.7604202736148046,308
via,101.0,282.5,20,17,0.8866916244021721,308
取道·經由,220.5,290.5,67,17,0.8889574703677291,308
way,100.5,297.5,23,15,0.8223277705692453,308
• I'll let her know via one of our friends.,109.5,318.5,189,15,0.7039820852159874,308
我會請一名共同的朋友轉告她,88.0,334.0,126,12,0.8405602882204245,308
表示「切」舆「連秸」的字根,198.5,34.5,329,43,0.8875070398104896,309
6,28.5,88.5,21,17,0.7557719338776685,309
MP3256,55.5,89.5,41,15,0.9653692125882684,309
cis:cut,43.5,124.5,55,21,0.7638424824242489,309
concise [kon'sais],64.0,152.5,90,17,0.744783931819864,309
con/cise,120.0,173.5,52,21,0.7429032427500987,309
潔的,231.5,175.0,49,18,0.8618806120661038,309
intensifier/cut,105.5,188.5,71,17,0.9131586569956273,309
国conciseness,260.5,190.0,105,14,0.8180883333850435,309
● This is a concise English-Chinese dictionary.,142.0,209.75,224,19,0.8294948000661355,309
這是一本間明英漢字典,91.5,225.0,99,14,0.8283798340272992,309
indecisive [mdr sarsrv],78.0,264.0,118,16,0.8594376539474089,309
in /de/cis/ive,120.0,286.0,78,14,0.7229767389249177,309
豫不决的,241.5,294.0,67,16,0.7876977314612661,309
not/away/cut/形容词字尾,126.0,301.0,124,18,0.763312164567225,309
• Critics say Hamlet has an indecisive character.,145.5,323.0,231,18,0.8133759544582378,309
批家说哈姆雷特的個性豫不決,115.0,338.5,144,13,0.9627569171129698,309
precision ([prt stsan],71.5,363.5,103,17,0.7804578951248058,309
pre/cis/ion,120.0,385.5,68,21,0.8381861385900921,309
精,229.5,385.5,43,15,0.7823463786851846,309
围精的,272.5,386.0,51,16,0.9249186149238997,309
before/cut/名字尾,124.0,400.0,94,14,0.8843923749049164,309
precise形精確的,254.0,402.0,90,14,0.7605135401102922,309
• Precision is of utmost importance while one tunes up a piano,181.0,423.0,298,16,0.8579802379080254,309
琴調普時，確度最重要,103.5,437.5,125,13,0.8931115499099739,309
● The air strike employs precision bombing to take out specific targets.,198.0,459.5,336,19,0.9730369012633507,309
空装進行精炸以炸致特定目楼,114.5,474.5,143,9,0.8472173266915941,309
■ The experiment requires precise measurements,148.5,495.0,233,16,0.7182059399827007,309
實脑時必须精度量·,88.0,509.5,90,13,0.8510977880065004,309
Par2通用學字：依字根分题,301.5,10.0,127,10,0.6880573380532893,310
sect(seg):cut,60.0,64.0,88,16,0.7659978169170566,310
section [°sckjan],54.5,88.0,75,14,0.9800845473044912,310
sect / ion,108.5,107.0,43,14,0.8197133648466555,310
图段·節,209.5,114.0,43,14,0.9358132303975123,310
cut/名同字尾,118.5,120.0,55,14,0.9760479693880902,310
• This section of the road has not been paved over yet.,144.5,140.5,231,15,0.9420529640462981,310
退一段道路尚未段路面,87.5,154.5,99,13,0.8965587389059245,310
bisect [bat’sckt),53.5,185.0,71,14,0.7630605105605285,310
bi /sect,108.5,203.5,37,13,0.810738970390611,310
分割二,213.5,210.0,51,14,0.8533141496376325,310
two /eut,104.0,216.5,38,11,0.8432328695224556,310
• The river Seine bisects the city of Paris,118.0,237.5,176,13,0.9788761189944731,310
塞纳河流經巴黎市·等其一分為二,102.5,251.0,127,10,0.7805214278613821,310
intersection [mt>skjon],76.5,270.0,115,10,0.7836016099722614,310
inter/sect/ion,108.5,290.5,67,11,0.8142085526313122,310
交叉：十字路口,227.5,290.5,75,11,0.9166674183215946,310
between/cut/名同字尾,111.0,303.5,94,13,0.8578622753346531,310
intersect交叉,228.5,305.0,77,12,0.9775891438215262,310
• This is a busy intersection.,91.0,323.0,122,12,0.9559072014219779,310
這信路口的垂流量很大,83.5,335.5,89,9,0.8025827662763185,310
sector[skta],51.0,356.25,70,16,0.8102928361847813,310
sect/or,109.5,375.5,37,11,0.8492679471427934,310
部分：部門,219.0,382.0,60,14,0.8469863731739892,310
cut/名字尾,122.0,388.0,56,16,0.9623311868577142,310
• The service scctor is now employing more workers than the,161.5,409.5,259,13,0.9814603428400699,310
manufacturing sector.,85.0,422.5,94,13,0.811619060380573,310
務目前聘用的人員已经超生產造案,121.0,436.0,162,10,0.860891021486959,310
segment [sgmont],63.0,456.5,90,13,0.7961595020867804,310
seg/ ment,109.5,474.5,47,13,0.8560739266007051,310
部分：断片,219.0,480.5,58,11,0.9520597850112983,310
cut/名同字尾,114.5,486.5,57,17,0.8890074082790681,310
The population segment from 50 to 59 comprises prime customers for,184.5,507.0,299,10,0.7790116195257816,310
the high-end market segment,102.0,520.0,124,12,0.9871698264032602,310
到6能的温类开献，了高供市慢的主要客,141.5,532.0,203,12,0.9092610649901947,310
MP3 258,52.0,13.75,62,26,0.69071503968293,311
her(hes):stick,72.0,61.0,100,24,0.8994685689723498,311
adhere [od hrr],64.0,87.5,78,17,0.8300856342072328,311
黏附：固守·遵守,256.0,108.0,94,14,0.860793322805533,311
ad /here,124.0,116.0,48,18,0.846127535946278,311
adhesion黏附：遵守,267.0,124.0,116,14,0.8287984985813853,311
to /stick,124.5,130.0,45,18,0.7983763811795529,311
adhesive形有黏性的黏著,290.0,139.5,136,13,0.8789102948417044,311
The stamp failed to adhere to the envelope.,146.0,161.0,198,14,0.6993150154737298,311
郵票能黏在信封上·,93.0,175.5,90,13,0.7356199159456958,311
These people adhere to Judaic law,126.0,196.5,160,13,0.7497726903740051,311
遇些人固守太教律法。,97.5,210.5,99,13,0.8532226847033455,311
coherent [kohtront],76.5,248.0,99,14,0.9696203977783063,311
co/her/ent,124.0,269.5,64,17,0.9578324318291958,311
一致的·連實的：有條理的,276.0,269.5,134,15,0.8941635906466104,311
together/stick/形容词字尾,126.5,284.0,115,14,0.7166772686421031,311
团coherence一致性·速黄性,278.5,285.5,141,17,0.7478479312206564,311
The coherent argument convinced the jury.,144.0,306.0,202,16,0.6761929173015188,311
保理清楚的服了陪密图,110.0,319.5,124,13,0.9030715332492181,311
cohesion [ko′hizan],75.0,346.0,98,16,0.8175043963652817,311
co/hes/ion,124.0,365.5,64,17,0.8925176680003377,311
凝聚力，圈结一致,257.0,366.5,94,13,0.8645883303609971,311
together/stick/名字尾,122.0,381.0,108,14,0.9573953470714607,311
cohesive凝聚的，需結的,275.0,382.0,132,14,0.8314043790504242,311
■ Rewarding individuals may break the cohesion in the group,180.5,403.0,285,16,0.9185634179108113,311
助個人的話·可能會破群體的围结·,127.5,417.5,159,13,0.8511057455848747,311
"hereditary [ho°rcdo,tcrt)",86.0,443.5,120,17,0.849877277018659,311
博的：世的,252.5,464.0,85,14,0.7790315684225126,311
her/editary,123.5,470.0,65,22,0.80729499080845,311
heredity儒,252.0,478.5,84,13,0.8985067022083502,311
stick/形容字尾,126.0,483.5,76,17,0.9272007722665617,311
inherit通博：承,267.0,492.0,90,14,0.8601155647758286,311
• Eye color is a hereditary trait.,112.0,513.0,144,14,0.8667459421725969,311
眼睛的颜色是博的特質,99.5,526.5,105,13,0.6470416900131949,311
Part2通用學撕字巢：依字根分,309.5,11.0,135,10,0.6687024029653292,312
hesitate [hzotet],51.0,63.5,88,13,0.8608558915046565,312
疑·豫,218.0,83.0,64,14,0.8035432466351847,312
hes / itate,103.0,91.5,48,15,0.8966750315076675,312
hesitant豫不决的,241.5,99.5,107,13,0.8306827598325508,312
stick/勤字尾,107.0,105.0,64,14,0.8375976724736538,312
