text,x,y,width,height,score,page,chinese_text,english_text,is_word,is_chinese,is_english,english_length,chinese_length,is_chinese_sentence,is_english_sentence,word,word_group
certify動驗合格：證明,4868.5,1901.5,2195,225,0.9582557414529354,228,動驗合格證明,certify：,False,True,True,14.0,6.0,False,False,certify動驗合格：證明,654
 You must get a certificate before you can teach in this state.,3268.5,2300.5,5121,237,0.8243084452383991,228,, You must get a certificate before you can teach in this state.,False,False,True,63.0,0.0,False,True, You must get a certificate before you can teach in this state.,654
你得先取得證照才能在本州教書。,1977.0,2576.5,2446,157,0.8772449047905089,228,你得先取得證照才能在本州教書,。,False,True,False,15.0,14.0,True,False,你得先取得證照才能在本州教書。,654
The man is certified to teach in this state.,2491.5,2964.5,3543,191,0.8942069232873227,228,,The man is certified to teach in this state.,False,False,True,44.0,0.0,False,True,The man is certified to teach in this state.,654
此人通過定可以在本州教書。,1880.0,3245.5,2320,191,0.87577498004337,228,此人通過定可以在本州教書,。,False,True,False,13.0,12.0,True,False,此人通過定可以在本州教書。,654
defect [di fekt],1000.0,3701.5,1406,225,0.8414175707241456,228,,defect [di fekt],True,False,True,16.0,0.0,False,False,defect,654
defect [di fekt],1000.0,3701.5,1406,225,0.8414175707241456,228,,defect [di fekt],True,False,True,16.0,0.0,False,False,defect,655
de /fect,2131.5,4095.0,765,202,0.9058042010445588,228,,de /fect,False,False,True,8.0,0.0,False,False,de /fect,655
名缺點,4102.5,4117.5,663,247,0.8956533635509774,228,名缺點,,False,True,False,3.0,3.0,False,False,名缺點,655
not / do,2068.5,4370.5,685,237,0.976458208821714,228,,not / do,False,False,True,8.0,0.0,False,False,not / do,655
defective形有瑕疵的,4754.5,4398.5,1943,225,0.8549458739872642,228,形有瑕疵的,defective,False,True,True,14.0,5.0,False,False,defective形有瑕疵的,655
 All the defects had been corrected before the new product was,3383.0,4792.5,5350,249,0.9168069563539428,228,, All the defects had been corrected before the new product was,False,False,True,62.0,0.0,False,True, All the defects had been corrected before the new product was,655
introduced to the market.,1811.0,5073.5,2160,157,0.8941250816334283,228,,introduced to the market.,False,False,True,25.0,0.0,False,False,introduced to the market.,655
新產品上市前已經修正了所有瑕疵。,2040.0,5343.5,2640,203,0.8590649537155552,228,新產品上市前已經修正了所有瑕疵,。,False,True,False,16.0,15.0,True,False,新產品上市前已經修正了所有瑕疵。,655
effective [1 fektiv],1165.5,5810.5,1691,237,0.9854239371226547,228,,effective [1 fektiv],True,False,True,20.0,0.0,False,False,effective,655
形有效的,4200.0,6215.5,834,237,0.849994701942351,228,形有效的,,False,True,False,4.0,4.0,False,False,形有效的,655
effective [1 fektiv],1165.5,5810.5,1691,237,0.9854239371226547,228,,effective [1 fektiv],True,False,True,20.0,0.0,False,False,effective,656
形有效的,4200.0,6215.5,834,237,0.849994701942351,228,形有效的,,False,True,False,4.0,4.0,False,False,形有效的,656
ex / fect / ive,2148.5,6328.0,1189,236,0.8606692062470226,228,,ex / fect / ive,False,False,True,15.0,0.0,False,False,ex / fect / ive,656
衍efficacious名有效的,4743.0,6485.5,1874,191,0.8880438606359293,228,衍名有效的,efficacious,False,True,True,16.0,5.0,False,False,衍efficacious名有效的,656
out/do/形容字尾,2383.0,6598.0,1588,192,0.8219822609229229,228,形容字尾,out/do/,False,True,True,11.0,4.0,False,False,out/do/形容字尾,656
effect名效果，功效動做出，達到,5377.0,6755.5,2708,191,0.8548256314912243,228,名效果功效動做出達到,effect，，,False,True,True,18.0,10.0,False,False,effect名效果，功效動做出，達到,656
" Both remedies are effective, but taking a shot is clearly more efficient.",3703.0,7149.5,6080,237,0.8175746402954058,228,," Both remedies are effective, but taking a shot is clearly more efficient.",False,False,True,74.0,0.0,False,True," Both remedies are effective, but taking a shot is clearly more efficient.",656
兩種治療方式同樣有效，但打針顯然效果更好。,2474.5,7430.5,3463,191,0.9406345395146888,228,兩種治療方式同樣有效但打針顯然效果更好,，。,False,True,False,21.0,19.0,True,False,兩種治療方式同樣有效，但打針顯然效果更好。,656
Taking an aspirin is an efficacious remedy for your headache.,3371.5,7824.5,5257,191,0.90412963106915,228,,Taking an aspirin is an efficacious remedy for your headache.,False,False,True,61.0,0.0,False,True,Taking an aspirin is an efficacious remedy for your headache.,656
吃阿斯匹靈對你的頭疼很有效。,1885.5,8094.5,2309,191,0.9808096628857222,228,吃阿斯匹靈對你的頭疼很有效,。,False,True,False,14.0,13.0,True,False,吃阿斯匹靈對你的頭疼很有效。,656
facile[faes!],903.0,9225.0,1212,270,0.819726294696176,228,,facile[faes!],True,False,True,13.0,0.0,False,False,facile,657
fac / ile,2148.75,9618.75,760,275,0.8558791630604602,228,,fac / ile,False,False,True,9.0,0.0,False,False,fac / ile,657
形簡單的，容易的；熟的,4937.0,9765.0,2286,226,0.891942678900316,228,形簡單的容易的熟的,，；,False,True,False,11.0,9.0,False,False,形簡單的，容易的；熟的,657
do/形容字尾,2474.0,9877.5,1200,225,0.9132100637494164,228,形容字尾,do/,False,True,True,7.0,4.0,False,False,do/形容字尾,657
This problem requires more than just a facile solution.,3063.0,10305.0,4640,226,0.829925285490033,228,,This problem requires more than just a facile solution.,False,False,True,55.0,0.0,False,True,This problem requires more than just a facile solution.,657
這個問題無法用簡單的方法解決。,1983.0,10580.5,2480,191,0.8582329744788998,228,這個問題無法用簡單的方法解決,。,False,True,False,15.0,14.0,True,False,這個問題無法用簡單的方法解決。,657
MP3176,1257.0,298.0,732,236,0.7993445460892089,229,,MP3176,False,False,True,6.0,0.0,False,False,MP3176,657
 He is a wonderfully facile writer.,2417.25,1029.5,2869,237,0.8899017298092026,229,, He is a wonderfully facile writer.,False,False,True,35.0,0.0,False,True, He is a wonderfully facile writer.,657
他是一名相當熟的作家。,2000.0,1310.5,1942,191,0.92065661049485,229,他是一名相當熟的作家,。,False,True,False,11.0,10.0,False,False,他是一名相當熟的作家。,657
"facilitate [f s1la,tet]",1554.5,1715.75,1853,261,0.8266184124373099,229,,"facilitate [f s1la,tet]",True,False,True,23.0,0.0,False,False,facilitate,657
"facilitate [f s1la,tet]",1554.5,1715.75,1853,261,0.8266184124373099,229,,"facilitate [f s1la,tet]",True,False,True,23.0,0.0,False,False,facilitate,658
fac / ilitate,2440.0,2120.5,994,237,0.9006588936315928,229,,fac / ilitate,False,False,True,13.0,0.0,False,False,fac / ilitate,658
動使便利；促使,4731.5,2267.0,1371,236,0.870459339345483,229,動使便利促使,；,False,True,False,7.0,6.0,False,False,動使便利；促使,658
do/動字尾,2531.5,2385.0,1017,202,0.932765545615656,229,動字尾,do/,False,True,True,6.0,3.0,False,False,do/動字尾,658
The company is adding a ramp to facilitate the entry of wheelchairs.,3908.5,2807.0,5737,192,0.8535851346356655,229,,The company is adding a ramp to facilitate the entry of wheelchairs.,False,False,True,68.0,0.0,False,True,The company is adding a ramp to facilitate the entry of wheelchairs.,658
公司正添設坡道，方便輪椅進入。,2251.5,3071.25,2447,203,0.906737073148,229,公司正添設坡道方便輪椅進入,，。,False,True,False,15.0,13.0,True,False,公司正添設坡道，方便輪椅進入。,658
facility [fa silat1],1405.5,3493.25,1557,261,0.9388711800088028,229,,facility [fa silat1],True,False,True,20.0,0.0,False,False,facility,658
fac / ility,2428.5,3886.75,863,264,0.9430939078271396,229,,fac / ility,False,False,True,11.0,0.0,False,False,fac / ility,658
名能力；熟：設備，設施,5188.5,4033.0,2263,192,0.8654710529431381,229,名能力熟設備設施,；：，,False,True,False,11.0,8.0,False,False,名能力；熟：設備，設施,658
do/名字尾,2611.5,4151.0,1017,202,0.9703140212397556,229,名字尾,do/,False,True,True,6.0,3.0,False,False,do/名字尾,658
facility [fa silat1],1405.5,3493.25,1557,261,0.9388711800088028,229,,facility [fa silat1],True,False,True,20.0,0.0,False,False,facility,659
fac / ility,2428.5,3886.75,863,264,0.9430939078271396,229,,fac / ility,False,False,True,11.0,0.0,False,False,fac / ility,659
名能力；熟：設備，設施,5188.5,4033.0,2263,192,0.8654710529431381,229,名能力熟設備設施,；：，,False,True,False,11.0,8.0,False,False,名能力；熟：設備，設施,659
do/名字尾,2611.5,4151.0,1017,202,0.9703140212397556,229,名字尾,do/,False,True,True,6.0,3.0,False,False,do/名字尾,659
 He had great facility with words.,2405.5,4567.5,2823,225,0.8293350622075809,229,, He had great facility with words.,False,False,True,34.0,0.0,False,True, He had great facility with words.,659
他的文字能力甚強。,1783.0,4848.5,1486,225,0.9522088507633903,229,他的文字能力甚強,。,False,True,False,9.0,8.0,False,False,他的文字能力甚強。,659
A library is an important facility for research.,2954.5,5236.5,3851,191,0.8650513681177072,229,,A library is an important facility for research.,False,False,True,48.0,0.0,False,True,A library is an important facility for research.,659
圖書館是重要的研究設施。,2022.5,5506.5,1943,191,0.9262832141555456,229,圖書館是重要的研究設施,。,False,True,False,12.0,11.0,True,False,圖書館是重要的研究設施。,659
faculty [faeklt1],1365.5,5934.0,1451,236,0.8929326632999461,229,,faculty [faeklt1],True,False,True,17.0,0.0,False,False,faculty,659
fac / ulty,2434.5,6316.75,851,264,0.8714858076046365,229,,fac / ulty,False,False,True,10.0,0.0,False,False,fac / ulty,659
faculty [faeklt1],1365.5,5934.0,1451,236,0.8929326632999461,229,,faculty [faeklt1],True,False,True,17.0,0.0,False,False,faculty,660
fac / ulty,2434.5,6316.75,851,264,0.8714858076046365,229,,fac / ulty,False,False,True,10.0,0.0,False,False,fac / ulty,660
名全體教師；能力；身體機能,5280.0,6463.5,2446,191,0.9284656930126736,229,名全體教師能力身體機能,；；,False,True,False,13.0,11.0,True,False,名全體教師；能力；身體機能,660
do/名字尾,2628.5,6575.5,1005,191,0.8101588618605947,229,名字尾,do/,False,True,True,6.0,3.0,False,False,do/名字尾,660
"""On behalf of the faculty, welcome to our school,"" said the Principal to",4057.5,6986.0,6035,248,0.8454357982722107,229,,"""On behalf of the faculty, welcome to our school,"" said the Principal to",False,False,True,72.0,0.0,False,True,"""On behalf of the faculty, welcome to our school,"" said the Principal to",660
the visitors.,1548.5,7261.5,1017,191,0.905797180479082,229,,the visitors.,False,False,True,13.0,0.0,False,False,the visitors.,660
「代表全體教師，歡迎光臨本校。」校長對客。,2954.0,7532.0,3806,192,0.9475237134284776,229,代表全體教師歡迎光臨本校校長對客,「，。」。,False,True,False,21.0,16.0,True,False,「代表全體教師，歡迎光臨本校。」校長對客。,660
The old man is still in possession of all his faculties,3234.5,7925.5,4411,191,0.9101047923821952,229,,The old man is still in possession of all his faculties,False,False,True,55.0,0.0,False,True,The old man is still in possession of all his faculties,660
老人的所有身體機能仍舊健全。,2188.5,8195.5,2275,191,0.8528845945701119,229,老人的所有身體機能仍舊健全,。,False,True,False,14.0,13.0,True,False,老人的所有身體機能仍舊健全。,660
feasible[fizob!],1388.5,8600.5,1523,261,0.8642924365512823,229,,feasible[fizob!],True,False,True,16.0,0.0,False,False,feasible,660
feasible[fizob!],1388.5,8600.5,1523,261,0.8642924365512823,229,,feasible[fizob!],True,False,True,16.0,0.0,False,False,feasible,661
fect / ible,2445.5,8994.0,891,236,0.9109664820262152,229,,fect / ible,False,False,True,11.0,0.0,False,False,fect / ible,661
形可行的,4463.0,9006.0,834,236,0.9393779448621596,229,形可行的,,False,True,False,4.0,4.0,False,False,形可行的,661
do / able,2508.5,9253.0,749,264,0.8461198641205155,229,,do / able,False,False,True,9.0,0.0,False,False,do / able,661
feasibility名可行性,4948.5,9281.5,1783,225,0.8698505225804661,229,名可行性,feasibility,False,True,True,15.0,4.0,False,False,feasibility名可行性,661
 We need to come up with a feasible plan to save the company.,3668.75,9669.5,5326,237,0.8363343221763964,229,, We need to come up with a feasible plan to save the company.,False,False,True,61.0,0.0,False,True, We need to come up with a feasible plan to save the company.,661
我們得提出可行的計畫來挽救公司。,2360.0,9939.5,2618,191,0.873992423019343,229,我們得提出可行的計畫來挽救公司,。,False,True,False,16.0,15.0,True,False,我們得提出可行的計畫來挽救公司。,661
 The proposal is theoretically feasible.,2617.0,10321.5,3178,237,0.8241722784913043,229,, The proposal is theoretically feasible.,False,False,True,40.0,0.0,False,True, The proposal is theoretically feasible.,661
這頂提理上可行。,1851.5,10597.5,1647,227,0.8102888957538559,229,這頂提理上可行,。,False,True,False,8.0,7.0,False,False,這頂提理上可行。,661
Part2通用學術字：依字根分類,6068.5,208.0,2583,192,0.888989267989355,230,通用學術字依字根分類,Part2：,False,True,True,16.0,10.0,False,False,Part2通用學術字：依字根分類,661
feat [fit],720.0,2194.0,822,248,0.9506301465986304,230,,feat [fit],True,False,True,10.0,0.0,False,False,feat,662
fect,2148.5,2582.0,411,214,0.894319548853673,230,,fect,False,False,True,4.0,0.0,False,False,fect,662
重大成就，莊,4554.0,2733.5,1566,225,0.8219692298357398,230,重大成就莊,，,False,True,False,6.0,5.0,False,False,重大成就，莊,662
do,2148.5,2846.5,297,225,0.8535540128820999,230,,do,False,False,True,2.0,0.0,False,False,do,662
 The CEO performed a remarkable feat by turning the company back,3634.25,3279.5,5852,237,0.8440724997505004,230,, The CEO performed a remarkable feat by turning the company back,False,False,True,64.0,0.0,False,True, The CEO performed a remarkable feat by turning the company back,662
 into profitability.,1468.5,3555.0,1497,226,0.9856628227267188,230,, into profitability.,False,False,True,20.0,0.0,False,False, into profitability.,662
執行長達成重大成就，公司回歸獲利。,2211.0,3819.5,2960,191,0.9142766698587158,230,執行長達成重大成就公司回歸獲利,，。,False,True,False,17.0,15.0,True,False,執行長達成重大成就，公司回歸獲利。,662
fictitious [fik t1]os],1205.5,4292.0,1771,236,0.8679316063498845,230,,fictitious [fik t1]os],True,False,True,22.0,0.0,False,False,fictitious,662
fict / itious,2142.75,4674.25,1021,263,0.89085881310719,230,,fict / itious,False,False,True,13.0,0.0,False,False,fict / itious,662
形虚構的,4194.5,4697.0,823,236,0.9009700905712736,230,形虚構的,,False,True,False,4.0,4.0,False,False,形虚構的,662
fictitious [fik t1]os],1205.5,4292.0,1771,236,0.8679316063498845,230,,fictitious [fik t1]os],True,False,True,22.0,0.0,False,False,fictitious,663
fict / itious,2142.75,4674.25,1021,263,0.89085881310719,230,,fict / itious,False,False,True,13.0,0.0,False,False,fict / itious,663
形虚構的,4194.5,4697.0,823,236,0.9009700905712736,230,形虚構的,,False,True,False,4.0,4.0,False,False,形虚構的,663
make／形容字尾,2217.5,4944.5,1417,191,0.7919085061321334,230,形容字尾,make／,False,True,True,9.0,4.0,False,False,make／形容字尾,663
fiction名虚構的故事，小,4954.0,4978.0,2320,192,0.8742905746884464,230,名虚構的故事小,fiction，,False,True,True,15.0,7.0,False,False,fiction名虚構的故事，小,663
 Don Quixote is a fictitious character.,2303.0,5360.5,3212,237,0.8548074581387817,230,, Don Quixote is a fictitious character.,False,False,True,39.0,0.0,False,True, Don Quixote is a fictitious character.,663
唐·吉德是個虚構的角色。,1800.0,5636.5,2160,203,0.8340948329597995,230,唐吉德是個虚構的角色,·。,False,True,False,12.0,10.0,False,False,唐·吉德是個虚構的角色。,663
function[fankfan],1200.0,6103.25,1786,261,0.8367918512019887,230,,function[fankfan],True,False,True,17.0,0.0,False,False,function,663
fact / ion,2143.0,6491.25,862,275,0.7951852295772657,230,,fact / ion,False,False,True,10.0,0.0,False,False,fact / ion,663
名功能,4108.5,6637.5,629,203,0.8729658381714601,230,名功能,,False,True,False,3.0,3.0,False,False,名功能,663
function[fankfan],1200.0,6103.25,1786,261,0.8367918512019887,230,,function[fankfan],True,False,True,17.0,0.0,False,False,function,664
fact / ion,2143.0,6491.25,862,275,0.7951852295772657,230,,fact / ion,False,False,True,10.0,0.0,False,False,fact / ion,664
名功能,4108.5,6637.5,629,203,0.8729658381714601,230,名功能,,False,True,False,3.0,3.0,False,False,名功能,664
動運作,4880.0,6637.5,618,203,0.8962967168195578,230,動運作,,False,True,False,3.0,3.0,False,False,動運作,664
do/名字尾,2394.5,6750.0,1017,202,0.8689011142598694,230,名字尾,do/,False,True,True,6.0,3.0,False,False,do/名字尾,664
My cell phone has several additional functions.,2748.5,7172.0,4011,192,0.8351037753882151,230,,My cell phone has several additional functions.,False,False,True,47.0,0.0,False,True,My cell phone has several additional functions.,664
我的手機有附加功能。,1731.5,7442.0,1977,192,0.870836616972843,230,我的手機有附加功能,。,False,True,False,10.0,9.0,False,False,我的手機有附加功能。,664
It also functions as a digital camera.,2274.5,7835.5,3109,191,0.8572498115883791,230,,It also functions as a digital camera.,False,False,True,38.0,0.0,False,True,It also functions as a digital camera.,664
它還可當作數位相機使用。,1725.5,8111.0,1943,158,0.9529654303444894,230,它還可當作數位相機使用,。,False,True,False,12.0,11.0,True,False,它還可當作數位相機使用。,664
infect [1n fekt],994.5,8567.0,1349,236,0.844726958693388,230,,infect [1n fekt],True,False,True,16.0,0.0,False,False,infect,664
infect [1n fekt],994.5,8567.0,1349,236,0.844726958693388,230,,infect [1n fekt],True,False,True,16.0,0.0,False,False,infect,665
in / fect,2160.0,8972.0,754,236,0.8890680011142702,230,,in / fect,False,False,True,9.0,0.0,False,False,in / fect,665
感染,4217.0,8983.0,434,214,0.8713488796460187,230,感染,,False,True,False,2.0,2.0,False,False,感染,665
動,3908.5,8989.0,205,202,0.9633770873011264,230,動,,False,True,False,1.0,1.0,False,False,動,665
in/do,2108.5,9236.5,583,203,0.919215544358544,230,,in/do,False,False,True,5.0,0.0,False,False,in/do,665
行infection名感染,4560.0,9264.5,1532,191,0.8417030765738949,230,行名感染,infection,False,True,True,13.0,4.0,False,False,行infection名感染,665
His optimism infected everyone around him.,2640.0,9658.0,3840,192,0.8932761628064744,230,,His optimism infected everyone around him.,False,False,True,42.0,0.0,False,True,His optimism infected everyone around him.,665
他的樂觀精神感染到周遭的所有人。,2068.5,9928.0,2651,192,0.9077554481884113,230,他的樂觀精神感染到周遭的所有人,。,False,True,False,16.0,15.0,True,False,他的樂觀精神感染到周遭的所有人。,665
This computer isinfected with a destructive virus.,2880.0,10316.0,4320,248,0.8361751048378949,230,,This computer isinfected with a destructive virus.,False,False,True,50.0,0.0,False,True,This computer isinfected with a destructive virus.,665
電腦遭到破性病毒感染。,1731.5,10592.0,1955,192,0.8985676040470842,230,電腦遭到破性病毒感染,。,False,True,False,11.0,10.0,False,False,電腦遭到破性病毒感染。,665
manufacture [manjsfaktf],1977.0,1789.0,2698,248,0.9176979366866308,231,,manufacture [manjsfaktf],True,False,True,24.0,0.0,False,False,manufacture,666
manu / fact / ure,2463.0,2182.5,1474,225,0.910781168103692,231,,manu / fact / ure,False,False,True,17.0,0.0,False,False,manu / fact / ure,666
動名生產，製造,4794.5,2323.5,1383,191,0.8373851685485252,231,動名生產製造,，,False,True,False,7.0,6.0,False,False,動名生產，製造,666
hand/make/名字尾,2685.5,2446.5,1783,191,0.8537935953530166,231,名字尾,hand/make/,False,True,True,13.0,3.0,False,False,hand/make/名字尾,666
 This factory manufactures hi-tech instruments.,3017.5,2874.5,3977,191,0.8455613074934313,231,, This factory manufactures hi-tech instruments.,False,False,True,47.0,0.0,False,True, This factory manufactures hi-tech instruments.,666
這家工廠生產高科技儀器。,2040.0,3144.5,1978,191,0.9206890475507143,231,這家工廠生產高科技儀器,。,False,True,False,12.0,11.0,True,False,這家工廠生產高科技儀器。,666
The manufacture of clothing and shoes has largely relocated to areas,3977.0,3549.5,5852,191,0.8819087010971038,231,,The manufacture of clothing and shoes has largely relocated to areas,False,False,True,68.0,0.0,False,True,The manufacture of clothing and shoes has largely relocated to areas,666
where labor cost is low.,2074.5,3819.5,2023,191,0.957486712144405,231,,where labor cost is low.,False,False,True,24.0,0.0,False,False,where labor cost is low.,666
成衣與鞋類的製造已經大量轉移到工成本低的地方。,3028.5,4095.0,3909,158,0.9840083227898744,231,成衣與鞋類的製造已經大量轉移到工成本低的地方,。,False,True,False,23.0,22.0,True,False,成衣與鞋類的製造已經大量轉移到工成本低的地方。,666
perfunctory [pa fagktar1],1828.5,4578.5,2355,225,0.8626538036594283,231,,perfunctory [pa fagktar1],True,False,True,25.0,0.0,False,False,perfunctory,666
perfunctory [pa fagktar1],1828.5,4578.5,2355,225,0.8626538036594283,231,,perfunctory [pa fagktar1],True,False,True,25.0,0.0,False,False,perfunctory,667
形敷衍的，馬虎的,4868.5,4961.5,1555,225,0.8989786218576774,231,形敷衍的馬虎的,，,False,True,False,8.0,7.0,False,False,形敷衍的，馬虎的,667
 per / fact / ory,2440.0,4967.0,1268,236,0.8774280525459391,231,, per / fact / ory,False,False,True,17.0,0.0,False,False, per / fact / ory,667
intensifier/do/形容词字尾,2451.5,5225.5,2091,191,0.9695462125052248,231,形容词字尾,intensifier/do/,False,True,True,20.0,5.0,False,False,intensifier/do/形容词字尾,667
perfunctorily副敷衍地，馬虎地,5446.0,5248.0,2686,192,0.8287357757607167,231,副敷衍地馬虎地,perfunctorily，,False,True,True,21.0,7.0,False,False,perfunctorily副敷衍地，馬虎地,667
 The receptionist greeted every visitor with the same perfunctory smile,4045.75,5641.75,6035,214,0.917441741971606,231,, The receptionist greeted every visitor with the same perfunctory smile,False,False,True,71.0,0.0,False,True, The receptionist greeted every visitor with the same perfunctory smile,667
接待員以同樣敷衍的笑，招呼每一位客。,2691.5,5917.5,3257,157,0.8634384377135617,231,接待員以同樣敷衍的笑招呼每一位客,，。,False,True,False,18.0,16.0,True,False,接待員以同樣敷衍的笑，招呼每一位客。,667
proficient [pra f1fant],1628.5,6396.0,1955,236,0.8871558682415635,231,,proficient [pra f1fant],True,False,True,23.0,0.0,False,False,proficient,667
形熟的，精通的,4857.0,6778.0,1532,192,0.9508788835267904,231,形熟的精通的,，,False,True,False,7.0,6.0,False,False,形熟的，精通的,667
pro / fic / (i)ent,2463.0,6789.0,1360,236,0.9163079060800956,231,,pro / fic / (i)ent,False,False,True,18.0,0.0,False,False,pro / fic / (i)ent,667
proficient [pra f1fant],1628.5,6396.0,1955,236,0.8871558682415635,231,,proficient [pra f1fant],True,False,True,23.0,0.0,False,False,proficient,668
形熟的，精通的,4857.0,6778.0,1532,192,0.9508788835267904,231,形熟的精通的,，,False,True,False,7.0,6.0,False,False,形熟的，精通的,668
pro / fic / (i)ent,2463.0,6789.0,1360,236,0.9163079060800956,231,,pro / fic / (i)ent,False,False,True,18.0,0.0,False,False,pro / fic / (i)ent,668
forward/do/形容字尾,2463.0,7042.5,1886,157,0.982202378460474,231,形容字尾,forward/do/,False,True,True,15.0,4.0,False,False,forward/do/形容字尾,668
行proficiency名熟，精通,5217.0,7070.5,2228,191,0.8919277990235492,231,行名熟精通,proficiency，,False,True,True,17.0,5.0,False,False,行proficiency名熟，精通,668
The computer engineer is proficient in hunting viruses.,3388.5,7464.5,4697,191,0.9197916746118464,231,,The computer engineer is proficient in hunting viruses.,False,False,True,55.0,0.0,False,True,The computer engineer is proficient in hunting viruses.,668
這名電腦工程師擅長抓取病毒。,2194.0,7734.5,2286,191,0.8838886405464131,231,這名電腦工程師擅長抓取病毒,。,False,True,False,14.0,13.0,True,False,這名電腦工程師擅長抓取病毒。,668
This job requires proficiency in two languages.,3057.0,8133.5,4034,225,0.8958873615990709,231,,This job requires proficiency in two languages.,False,False,True,47.0,0.0,False,True,This job requires proficiency in two languages.,668
這份工作要求精通兩種語言。,2114.5,8392.5,2103,157,0.8990516528862585,231,這份工作要求精通兩種語言,。,False,True,False,13.0,12.0,True,False,這份工作要求精通兩種語言。,668
"erc (erg, org): work",1771.25,9287.0,2379,374,0.991135316202417,231,,"erc (erg, org): work",False,False,True,20.0,0.0,False,False,erc,668
organic [5r gaenik],1491.5,9776.5,1703,225,0.8530201676456002,231,,organic [5r gaenik],True,False,True,19.0,0.0,False,False,organic,669
形有機的；整體的；不可或缺的,5417.0,10175.5,2652,237,0.9649622931932132,231,形有機的整體的不可或缺的,；；,False,True,False,14.0,12.0,True,False,形有機的；整體的；不可或缺的,669
org / anic,2451.0,10176.0,880,236,0.7918985452289723,231,,org / anic,False,False,True,10.0,0.0,False,False,org / anic,669
work/形容字尾,2605.75,10423.25,1395,215,0.8235123035433332,231,形容字尾,work/,False,True,True,9.0,4.0,False,False,work/形容字尾,669
organism名生物,4908.5,10462.5,1635,225,0.7783302743235254,231,名生物,organism,False,True,True,11.0,3.0,False,False,organism名生物,669
Part2通用學術字：依字根分類,6017.0,208.0,2526,192,0.819429890685065,232,通用學術字依字根分類,Part2：,False,True,True,16.0,10.0,False,False,Part2通用學術字：依字根分類,669
MP3179,1034.0,466.5,720,191,0.9100739082084998,232,,MP3179,False,False,True,6.0,0.0,False,False,MP3179,669
国,474.0,478.5,80,79,0.8087588037793146,232,国,,False,True,False,1.0,1.0,False,False,国,669
Organic chemicals are required in the manufacture of plastics.,3383.0,1175.5,5166,191,0.9495230911077408,232,,Organic chemicals are required in the manufacture of plastics.,False,False,True,62.0,0.0,False,True,Organic chemicals are required in the manufacture of plastics.,669
生產塑膠要用到有機化學品。,1840.0,1434.5,2080,191,0.97285329235171,232,生產塑膠要用到有機化學品,。,False,True,False,13.0,12.0,True,False,生產塑膠要用到有機化學品。,669
coercion [ko3{an],1229.0,2790.5,1680,225,0.9676784356274912,232,,coercion [ko3{an],True,False,True,17.0,0.0,False,False,coercion,670
co / erc / ion,2194.5,3161.0,1097,202,0.8440958159135334,232,,co / erc / ion,False,False,True,14.0,0.0,False,False,co / erc / ion,670
名強制，強迫,4354.0,3161.5,1166,225,0.8973496634770273,232,名強制強迫,，,False,True,False,6.0,5.0,False,False,名強制，強迫,670
intensifier/work/名词字尾,2068.5,3420.0,2127,204,0.885288792834118,232,名词字尾,intensifier/work/,False,True,True,21.0,4.0,False,False,intensifier/work/名词字尾,670
衍coerce動強制，強迫,4720.0,3448.0,1874,236,0.8732493254765695,232,衍動強制強迫,coerce，,False,True,True,13.0,6.0,False,False,衍coerce動強制，強迫,670
The police used coercion to obtain a confession from the suspect.,3525.5,3842.0,5429,192,0.869616706837672,232,,The police used coercion to obtain a confession from the suspect.,False,False,True,65.0,0.0,False,True,The police used coercion to obtain a confession from the suspect.,670
警方用強制手段取得嫌犯的告白。,2017.0,4100.5,2412,191,0.885452346906288,232,警方用強制手段取得嫌犯的告白,。,False,True,False,15.0,14.0,True,False,警方用強制手段取得嫌犯的告白。,670
ergonomic[3g nam1k],1485.5,4578.5,2171,225,0.853599506317436,232,,ergonomic[3g nam1k],True,False,True,19.0,0.0,False,False,ergonomic,670
erg(o) / nom / ic,2194.5,4950.0,1417,224,0.9132423071124436,232,,erg(o) / nom / ic,False,False,True,17.0,0.0,False,False,erg,670
形人體工學的,4366.0,4956.0,1166,236,0.8189952335369711,232,形人體工學的,,False,True,False,6.0,6.0,False,False,形人體工學的,670
ergonomic[3g nam1k],1485.5,4578.5,2171,225,0.853599506317436,232,,ergonomic[3g nam1k],True,False,True,19.0,0.0,False,False,ergonomic,671
erg(o) / nom / ic,2194.5,4950.0,1417,224,0.9132423071124436,232,,erg(o) / nom / ic,False,False,True,17.0,0.0,False,False,erg,671
形人體工學的,4366.0,4956.0,1166,236,0.8189952335369711,232,形人體工學的,,False,True,False,6.0,6.0,False,False,形人體工學的,671
work/law/形容字尾,2560.0,5203.5,1782,191,0.8265412194928162,232,形容字尾,work/law/,False,True,True,13.0,4.0,False,False,work/law/形容字尾,671
行ergonomics名人體工學,4840.0,5231.5,2092,225,0.8526187913538255,232,行名人體工學,ergonomics,False,True,True,16.0,6.0,False,False,行ergonomics名人體工學,671
This ergonomic chair looks weird but is comfortable to sit on.,3382.5,5619.5,5143,191,0.8183251653575329,232,,This ergonomic chair looks weird but is comfortable to sit on.,False,False,True,62.0,0.0,False,True,This ergonomic chair looks weird but is comfortable to sit on.,671
這張人體工學椅造型怪，但坐起來很舒服。,2423.0,5883.5,3200,157,0.9411563365523326,232,這張人體工學椅造型怪但坐起來很舒服,，。,False,True,False,19.0,17.0,True,False,這張人體工學椅造型怪，但坐起來很舒服。,671
